Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.52,10800,0.12880955765390079,0.8732642482690116,0.7333333333333333,0.3470403086607778,0.001556841642129464,0.17352015433038892,0.0007784208210647181,0.76,0.1372879451746994,0.016852039096730664,0.06864397258734967,0.008426019548365304,0.76,0.1372879451746994,0.016852039096730664,0.06864397258734967,0.008426019548365304,"Any[Any[(1, :purpose, ""Any[6, 7, 8, 9]""), (2, :Housing, ""Any[2]""), (3, :chek_acc, ""Any[4]""), (4, :chek_acc, ""Any[1]""), (5, :telephn, ""Any[2]""), (6, :month_duration, 2.00000000000004), (7, :credit_history, ""Any[1, 2]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0), (5, 1.0), (6, 1.0), (7, -0.0), (8, 1.0)]]",
