Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,2,0.86,10800,0.030961627863457464,0.7154811232059913,0.7792592592592592,0.3852405648728138,6.735367414302529e-5,0.19262028243640694,3.367683707146407e-5,0.7663439862087257,0.4003642966787216,0.01375500807631292,0.20018214833936082,0.006877504038156464,0.7755555555555556,0.3829729911766687,0.04377988819290086,0.19148649558833436,0.02188994409645046,"Any[Any[(1, :capital, 1.9999999999999998), (2, :occupation, ""Any[9]""), (3, :occupation, ""Any[1, 4, 5, 10, 11, 13]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
