Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_2.csv,german_binary_test_2.csv,0,750,2,0.68,10800,0.0919142354232943,0.9147433083213423,0.7253333333333334,0.25508800880088006,0.0059130913091309245,0.12754400440044,0.00295654565456549,0.716,0.43265132139812446,0.05711849957374247,0.21632566069906223,0.028559249786871188,0.716,0.43265132139812446,0.05711849957374247,0.21632566069906223,0.028559249786871188,"Any[Any[(1, :chek_acc, ""Any[1, 2]""), (2, :month_duration, 3.000000000000041), (3, :job, ""Any[1]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0)]]",
