Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,2,0.12,10800,0.19109583230431773,1.0,0.802962962962963,0.3852405648728138,0.14752699759771895,0.19262028243640694,0.07376349879885949,0.7843787296114574,0.4003642966787216,0.11632538594183936,0.20018214833936082,0.058162692970919666,0.8077777777777778,0.3829729911766687,0.20657371859634943,0.19148649558833436,0.10328685929817472,"Any[Any[(1, :education, ""Any[5]""), (2, :age_group, 1.0000000000000286), (3, :capital, 2.0)], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0)]]",
