Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,compas_train_1.csv,compas_test_1.csv,0,4629,3,0.02,10800,0.4264807176835251,1.0,0.5688053575286239,0.6351325494276616,0.19549840308389993,0.1671280276816609,0.09491218540648194,0.577446532728451,0.6174482569699942,0.20690206784182674,0.16784591194968557,0.07446540880503139,0.5722618276085548,0.6413296826496888,0.3726065018797941,0.17042349726775963,0.11108921815889028,"Any[Any[(1, :sex, ""Any[]""), (2, :sex, ""Any[]""), (3, :sex, ""Any[]""), (4, :c_charge_degree, ""Any[]""), (5, :c_charge_degree, ""Any[]""), (6, :sex, ""Any[]""), (7, :age_cat, 1.0000000000000175)], Any[(1, 0.0), (2, -0.0), (3, -0.0), (4, -0.0), (5, -0.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
