Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_1.csv,german_binary_test_1.csv,0,750,3,0.18,10800,0.21579726101465713,1.0,0.7373333333333333,0.2749277082061267,0.002281079711063158,0.1374638541030634,0.0011405398555315305,0.684,0.3714495335918666,0.08783146420710612,0.1857247667959333,0.04391573210355304,0.684,0.3714495335918666,0.08783146420710612,0.1857247667959333,0.04391573210355304,"Any[Any[(1, :saving_amo, ""Any[1, 3]""), (2, :guatan, ""Any[2, 3]""), (3, :credit_history, ""Any[1]""), (4, :Housing, ""Any[2, 3]""), (5, :credit_history, ""Any[3, 4, 5]""), (6, :p_status, ""Any[2]""), (7, :purpose, ""Any[7]"")], Any[(1, 1.0), (2, 0.0), (3, 1.0), (4, 0.0), (5, 0.0), (6, 1.0), (7, 0.0), (8, 1.0)]]",
