Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_4.csv,limited-adult-2_test_4.csv,0,2700,3,0.2,10800,0.18042047930275049,1.0,0.7748148148148148,0.3958333333333333,0.001361655773420442,0.19791666666666669,0.0006808278867102419,0.7723113645405119,0.4003642966787216,0.0287521554888837,0.20018214833936082,0.01437607774444187,0.7733333333333333,0.39460784313725483,0.03513071895424831,0.19730392156862744,0.01756535947712419,"Any[Any[(1, :relationship, ""Any[6]""), (2, :workclass, ""Any[1, 4]""), (3, :workclass, ""Any[]""), (4, :occupation, ""Any[1, 3, 4, 7, 10, 13]""), (5, :race, ""Any[1, 3, 4]""), (6, :native_country, ""Any[]""), (7, :education, ""Any[5]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, 0.0), (6, 0.0), (7, 1.0), (8, -0.0)]]",
