Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_4.csv,german_binary_test_4.csv,0,750,2,0.22,10800,0.21805853861858443,0.8992906678158695,0.7213333333333334,0.28925882246212464,0.0031751791708245908,0.14462941123106232,0.0015875895854122746,0.7,0.32965578111209176,0.0904677846425419,0.16482789055604585,0.04523389232127095,0.7,0.32965578111209176,0.0904677846425419,0.16482789055604585,0.04523389232127095,"Any[Any[(1, :credit_history, ""Any[1, 2]""), (2, :purpose, ""Any[1, 2, 3, 4, 7, 8]""), (3, :credit_history, ""Any[1, 2, 3, 5]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, 1.0)]]",
