Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,3,0.36,10800,0.15407363966593915,1.0,0.7596296296296297,0.37957532861476234,0.0006572295247725748,0.1897876643073812,0.00032861476238624926,0.7599787826548203,0.4003642966787216,0.03651279812748304,0.20018214833936082,0.018256399063741487,0.7552836484983315,0.38167216144377636,0.016301805861349095,0.19083608072188818,0.008150902930674542,"Any[Any[(1, :capital, 1.000000000000031), (2, :occupation, ""Any[1, 3, 6, 7, 8, 14]""), (3, :occupation, ""Any[11, 14]""), (4, :fnlwgt, 3.0), (5, :fnlwgt, 2.999999999999997), (6, :education, ""Any[2]""), (7, :age_group, 2.000000000000026)], Any[(1, -0.0), (2, -0.0), (3, 1.0), (4, 1.0), (5, 1.0), (6, -0.0), (7, -0.0), (8, -0.0)]]",
