Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,3,0.58,10800,0.09752383646527313,1.0,0.7696296296296297,0.3852405648728138,0.0013246222581442032,0.19262028243640694,0.0006623111290720903,0.7528179286566768,0.4003642966787216,0.0025117212857586266,0.20018214833936082,0.0012558606428793237,0.7655555555555555,0.3829729911766687,0.012595137064726846,0.19148649558833436,0.00629756853236344,"Any[Any[(1, :relationship, ""Any[6]""), (2, :workclass, ""Any[1, 2]""), (3, :workclass, ""Any[4]""), (4, :native_country, ""Any[1]""), (5, :race, ""Any[1, 2, 3]""), (6, :capital, 2.0), (7, :marital_status, ""Any[]"")], Any[(1, -0.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, -0.0), (6, 1.0), (7, -0.0), (8, -0.0)]]",
