Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_1.csv,german_binary_test_1.csv,0,750,3,0.3,10800,0.1748996885596527,0.8951007715029041,0.7506666666666667,0.2749277082061267,0.0012211840877409397,0.1374638541030634,0.0006105920438704837,0.704,0.3714495335918666,0.0729483282674772,0.1857247667959333,0.03647416413373861,0.704,0.3714495335918666,0.0729483282674772,0.1857247667959333,0.03647416413373861,"Any[Any[(1, :credit_history, ""Any[1, 2]""), (2, :purpose, ""Any[1, 3, 4, 8, 10]""), (3, :purpose, ""Any[1, 6, 8, 9]""), (4, :property, ""Any[1]""), (5, :chek_acc, ""Any[1, 3]""), (6, :chek_acc, ""Any[2, 3, 4]""), (7, :purpose, ""Any[7]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, 1.0)]]",
