Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,3,0.08,10800,0.18058118737043696,1.0,0.8148148148148148,0.3852405648728138,0.12763521250084184,0.19262028243640694,0.06381760625042096,0.8013526057552048,0.4003642966787216,0.10691401394758787,0.20018214833936082,0.05345700697379391,0.7977777777777778,0.3829729911766687,0.12352663837812353,0.19148649558833436,0.06176331918906178,"Any[Any[(1, :race, ""Any[3]""), (2, :marital_status, ""Any[2, 3, 5]""), (3, :occupation, ""Any[4, 10]""), (4, :hours_per_week, 3.9999999999999485), (5, :capital, 2.0), (6, :relationship, ""Any[2, 3, 4, 5]""), (7, :relationship, ""Any[6]"")], Any[(1, 0.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
