Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_3.csv,german_binary_test_3.csv,0,750,3,0.46,10800,0.13314367235204594,0.900218197531083,0.756,0.24934901679087723,0.003007991380084424,0.12467450839543859,0.0015039956900422258,0.72,0.4619963369963369,0.10851648351648344,0.23099816849816845,0.054258241758241677,0.72,0.4619963369963369,0.10851648351648344,0.23099816849816845,0.054258241758241677,"Any[Any[(1, :no_people, 1.0), (2, :month_duration, 3.0), (3, :present_employmment, ""Any[1, 5]""), (4, :credit_history, ""Any[3, 4, 5]""), (5, :chek_acc, ""Any[1, 2]""), (6, :chek_acc, ""Any[3, 4]""), (7, :Housing, ""Any[3]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, 1.0), (6, 0.0), (7, -0.0), (8, 1.0)]]",
