Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_2.csv,limited-adult-2_test_2.csv,0,2700,2,0.4,10800,0.13740455765504136,0.6933924808334977,0.7751851851851852,0.42364629598105813,0.0062891719153809755,0.2118231479905291,0.00314458595769046,0.7740352738363612,0.4003642966787216,0.015767305897674375,0.20018214833936082,0.00788365294883718,0.7655555555555555,0.42304176235813507,0.018551138263952438,0.21152088117906753,0.009275569131976191,"Any[Any[(1, :relationship, ""Any[6]""), (2, :education, ""Any[2, 5]""), (3, :education, ""Any[5]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
