Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_4.csv,german_binary_test_4.csv,0,750,3,0.02,10800,0.25372466781577885,0.9771989988240192,0.7413333333333333,0.28925882246212464,0.011566724122289818,0.14462941123106232,0.0057833620611449366,0.716,0.32965578111209176,0.10988526037069724,0.16482789055604585,0.05494263018534862,0.716,0.32965578111209176,0.10988526037069724,0.16482789055604585,0.05494263018534862,"Any[Any[(1, :credit_history, ""Any[3, 4, 5]""), (2, :present_employmment, ""Any[3, 4, 5]""), (3, :purpose, ""Any[4, 5, 6, 9, 10]""), (4, :no_people, -2.0), (5, :purpose, ""Any[1, 2, 3, 4, 5, 6, 9]""), (6, :Housing, ""Any[2]""), (7, :guatan, ""Any[1]"")], Any[(1, 0.0), (2, 1.0), (3, 1.0), (4, -0.0), (5, 1.0), (6, 0.0), (7, -0.0), (8, 1.0)]]",
