Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,compas_train_5.csv,compas_test_5.csv,0,4629,3,0.02,10800,0.3941665389942239,1.0,0.6115791747677685,0.6351325494276616,0.6757065133522038,0.1671280276816609,0.18255066732575387,0.6020738820479585,0.6174482569699942,0.6672269340746988,0.16784591194968557,0.21831761006289307,0.61049902786779,0.6413296826496888,0.8020375980323965,0.17042349726775963,0.23042170170090653,"Any[Any[(1, :sex, ""Any[]""), (2, :sex, ""Any[]""), (3, :priors_count, 1.0000000000001021), (4, :sex, ""Any[]""), (5, :sex, ""Any[]""), (6, :c_charge_degree, ""Any[]""), (7, :c_charge_degree, ""Any[2]"")], Any[(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, -0.0), (6, -0.0), (7, -0.0), (8, 1.0)]]",
