Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,2,0.12,10800,0.18698697524622576,0.7564052823797368,0.8107407407407408,0.37957532861476234,0.17032355915065728,0.1897876643073812,0.08516177957532861,0.8029439066436812,0.4003642966787216,0.23578195800638244,0.20018214833936082,0.1178909790031912,0.8175750834260289,0.38167216144377636,0.17661620597999067,0.19083608072188818,0.08830810298999532,"Any[Any[(1, :marital_status, ""Any[2, 4, 5]""), (2, :occupation, ""Any[1, 2, 3, 5, 6, 7, 8, 9, 11, 12, 13, 14]""), (3, :marital_status, ""Any[1, 2, 4, 5]"")], Any[(1, -0.0), (2, 1.0), (3, 0.0), (4, 0.0)]]",
