Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_2.csv,limited-adult-2_test_2.csv,0,2700,2,0.82,10800,0.04405175567557411,0.7130924529656611,0.7577777777777778,0.42364629598105813,0.0005509215555796546,0.2118231479905291,0.00027546077778981687,0.7615700835432967,0.4003642966787216,0.006365562890525665,0.20018214833936082,0.0031827814452628153,0.7544444444444445,0.42304176235813507,0.009498539543802535,0.21152088117906753,0.004749269771901269,"Any[Any[(1, :occupation, ""Any[1, 2, 9, 10, 12]""), (2, :capital, 2.0), (3, :capital, 2.0000000000000124)], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, -0.0)]]",
