Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_4.csv,german_binary_test_4.csv,0,750,3,0.18,10800,0.21358374224713986,0.8919079206409656,0.74,0.28925882246212464,0.0021319060146965108,0.14462941123106232,0.0010659530073482415,0.712,0.32965578111209176,0.11959399823477493,0.16482789055604585,0.05979699911738745,0.712,0.32965578111209176,0.11959399823477493,0.16482789055604585,0.05979699911738745,"Any[Any[(1, :credit_history, ""Any[3, 4, 5]""), (2, :present_employmment, ""Any[3, 4, 5]""), (3, :Housing, ""Any[2]""), (4, :no_people, 0.0), (5, :purpose, ""Any[7, 8, 10]""), (6, :purpose, ""Any[1, 2, 3, 7]""), (7, :guatan, ""Any[2]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
