Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_4.csv,german_binary_test_4.csv,0,750,3,0.36,10800,0.16459115667240673,0.8905233026394944,0.744,0.28925882246212464,0.00208654631225616,0.14462941123106232,0.0010432731561280661,0.708,0.32965578111209176,0.1293027360988526,0.16482789055604585,0.06465136804942628,0.708,0.32965578111209176,0.1293027360988526,0.16482789055604585,0.06465136804942628,"Any[Any[(1, :credit_history, ""Any[3, 4, 5]""), (2, :installment, ""Any[1, 2]""), (3, :installment, ""Any[1]""), (4, :purpose, ""Any[1, 6, 9]""), (5, :month_duration, 0.0), (6, :purpose, ""Any[1, 5, 6, 9, 10]""), (7, :Housing, ""Any[1, 3]"")], Any[(1, -0.0), (2, 1.0), (3, 0.0), (4, 1.0), (5, 1.0), (6, -0.0), (7, -0.0), (8, 1.0)]]",
