Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,3,0.02,10800,0.2042264577013818,1.0,0.7933333333333333,0.37957532861476234,0.08465621840242667,0.1897876643073812,0.04232810920121334,0.7871635061662909,0.4003642966787216,0.09265910095752257,0.20018214833936082,0.046329550478761264,0.7897664071190211,0.38167216144377636,0.11463740174996294,0.19083608072188818,0.05731870087498146,"Any[Any[(1, :capital, 1.000000000000028), (2, :capital, 1.0), (3, :capital, 2.0), (4, :relationship, ""Any[2, 3, 4, 5]""), (5, :workclass, ""Any[]""), (6, :capital, 2.0), (7, :occupation, ""Any[2, 3, 5, 6, 7, 8, 9, 11]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0), (5, -0.0), (6, 1.0), (7, -0.0), (8, 1.0)]]",
