Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_2.csv,german_binary_test_2.csv,0,750,3,0.52,10800,0.13717452145214404,0.9143102135796707,0.7146666666666667,0.25508800880088006,0.00041254125412540366,0.12754400440044,0.00020627062706268795,0.74,0.43265132139812446,0.04944586530264283,0.21632566069906223,0.024722932651321416,0.74,0.43265132139812446,0.04944586530264283,0.21632566069906223,0.024722932651321416,"Any[Any[(1, :no_people, -2.0), (2, :chek_acc, ""Any[]""), (3, :credit_history, ""Any[1, 2]""), (4, :guatan, ""Any[1]""), (5, :chek_acc, ""Any[]""), (6, :chek_acc, ""Any[1, 2, 3]""), (7, :guatan, ""Any[1, 3]"")], Any[(1, 0.0), (2, 1.0), (3, 0.0), (4, 0.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
