Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,3,0.24,10800,0.18280040444893467,1.0,0.76,0.37957532861476234,0.00166835187057629,0.1897876643073812,0.0008341759352881728,0.7575918313221058,0.4003642966787216,0.044298476132549384,0.20018214833936082,0.022149238066274717,0.7541713014460512,0.38167216144377636,0.01303916312072918,0.19083608072188818,0.006519581560364595,"Any[Any[(1, :capital, 2.9999999999999947), (2, :capital, 1.0), (3, :capital, 2.0), (4, :occupation, ""Any[3, 4, 5, 10, 11, 12, 13]""), (5, :capital, 1.0), (6, :capital, 2.0), (7, :capital, 2.0)], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, 1.0), (6, 1.0), (7, 1.0), (8, 1.0)]]",
