Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_4.csv,german_binary_test_4.csv,0,750,2,0.78,10800,0.06290908101242854,0.9015405171192118,0.72,0.28925882246212464,0.0016783089902929899,0.14462941123106232,0.000839154495146488,0.708,0.32965578111209176,0.14342453662842014,0.16482789055604585,0.07171226831421007,0.708,0.32965578111209176,0.14342453662842014,0.16482789055604585,0.07171226831421007,"Any[Any[(1, :chek_acc, ""Any[1, 2]""), (2, :credit_history, ""Any[3, 4, 5]""), (3, :purpose, ""Any[6, 7]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0)]]",
