Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_4.csv,german_binary_test_4.csv,0,750,3,0.04,10800,0.2424634600381014,0.9522800140826652,0.7493333333333333,0.28925882246212464,0.045586500952553774,0.14462941123106232,0.022793250476276894,0.712,0.32965578111209176,0.12268314210061781,0.16482789055604585,0.06134157105030891,0.712,0.32965578111209176,0.12268314210061781,0.16482789055604585,0.06134157105030891,"Any[Any[(1, :credit_history, ""Any[3, 4, 5]""), (2, :purpose, ""Any[2, 3, 4, 5, 8, 9, 10]""), (3, :Housing, ""Any[1, 3]""), (4, :purpose, ""Any[4]""), (5, :installment, ""Any[1, 2]""), (6, :foreign_worker, ""Any[2]""), (7, :purpose, ""Any[4, 5, 6, 9, 10]"")], Any[(1, 1.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
