Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.82,10800,0.05189550478897506,0.8820361981318112,0.712,0.3470403086607778,6.768876704905946e-5,0.17352015433038892,3.3844383524495036e-5,0.724,0.1372879451746994,0.08942815413998434,0.06864397258734967,0.0447140770699922,0.724,0.1372879451746994,0.08942815413998434,0.06864397258734967,0.0447140770699922,"Any[Any[(1, :present_resident, 2.999999999999999), (2, :chek_acc, ""Any[1]""), (3, :credit_history, ""Any[]""), (4, :Credit_amo, 3.0000000000000107), (5, :telephn, ""Any[]""), (6, :credit_history, ""Any[]""), (7, :saving_amo, ""Any[2, 5]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, 1.0)]]",
