Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_4.csv,german_binary_test_4.csv,0,750,3,0.68,10800,0.08305093428757024,0.8915190033573263,0.7413333333333333,0.28925882246212464,0.0004082373219631563,0.14462941123106232,0.00020411866098157816,0.728,0.32965578111209176,0.07678729037952345,0.16482789055604585,0.03839364518976174,0.728,0.32965578111209176,0.07678729037952345,0.16482789055604585,0.03839364518976174,"Any[Any[(1, :credit_history, ""Any[3, 4, 5]""), (2, :chek_acc, ""Any[2, 3, 4]""), (3, :present_resident, 1.0000000000000364), (4, :job, ""Any[]""), (5, :purpose, ""Any[2, 3, 4, 5, 6, 7]""), (6, :purpose, ""Any[1, 2, 3, 5, 8]""), (7, :purpose, ""Any[2, 5, 9]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
