Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,2,0.02,10800,0.19553255203071318,0.9605957615883515,0.8033333333333333,0.3852405648728138,0.13996093486899713,0.19262028243640694,0.06998046743449855,0.7839809043893383,0.4003642966787216,0.12054400567468312,0.20018214833936082,0.06027200283734155,0.8133333333333334,0.3829729911766687,0.18697379942075848,0.19148649558833436,0.09348689971037921,"Any[Any[(1, :capital, 2.0), (2, :education, ""Any[1, 2, 3, 4, 6]""), (3, :marital_status, ""Any[3]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0)]]",
