Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_3.csv,german_binary_test_3.csv,0,750,1,0.12,10800,0.2515631714106116,0.0,0.716,0.24934901679087723,0.013693095088443935,0.12467450839543859,0.006846547544221981,0.72,0.4619963369963369,0.1826923076923077,0.23099816849816845,0.09134615384615385,0.72,0.4619963369963369,0.1826923076923077,0.23099816849816845,0.09134615384615385,"Any[Any[(1, :credit_history, ""Any[3, 4, 5]"")], Any[(1, 1.0), (2, 0.0)]]",
