Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_2.csv,german_binary_test_2.csv,0,750,2,0.74,10800,0.07255508837035643,0.912246034803653,0.7213333333333334,0.25508800880088006,0.0001375137513751068,0.12754400440044,6.875687568752564e-5,0.716,0.43265132139812446,0.014919011082693973,0.21632566069906223,0.007459505541347,0.716,0.43265132139812446,0.014919011082693973,0.21632566069906223,0.007459505541347,"Any[Any[(1, :purpose, ""Any[2, 3, 4, 8, 9, 10]""), (2, :credit_history, ""Any[3, 4, 5]""), (3, :chek_acc, ""Any[1]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0)]]",
