Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.88,10800,0.033339566114997776,0.8775870682967568,0.7226666666666667,0.3470403086607778,6.768876704905946e-5,0.17352015433038892,3.3844383524495036e-5,0.736,0.1372879451746994,0.004269183237838495,0.06864397258734967,0.002134591618919268,0.736,0.1372879451746994,0.004269183237838495,0.06864397258734967,0.002134591618919268,"Any[Any[(1, :job, ""Any[1, 4]""), (2, :telephn, ""Any[1]""), (3, :credit_history, ""Any[1, 2]""), (4, :purpose, ""Any[7, 8, 10]""), (5, :credit_history, ""Any[1, 3, 4, 5]""), (6, :chek_acc, ""Any[3, 4]""), (7, :present_employmment, ""Any[2, 3, 4]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, 1.0)]]",
