Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_4.csv,german_binary_test_4.csv,0,750,3,0.24,10800,0.1968697095828223,0.8913116733958664,0.7413333333333333,0.28925882246212464,0.001179352263449146,0.14462941123106232,0.0005896761317245591,0.72,0.32965578111209176,0.007060900264783829,0.16482789055604585,0.003530450132391949,0.72,0.32965578111209176,0.007060900264783829,0.16482789055604585,0.003530450132391949,"Any[Any[(1, :credit_history, ""Any[3, 4, 5]""), (2, :installment, ""Any[3]""), (3, :instalrate, 2.00000000000003), (4, :existing_cards, 0.0), (5, :purpose, ""Any[1, 6, 7, 9]""), (6, :Housing, ""Any[1, 3]""), (7, :chek_acc, ""Any[1, 2, 3]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, -0.0), (6, 1.0), (7, -0.0), (8, 1.0)]]",
