Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,2,0.42,10800,0.12949504950494617,0.7181736059784739,0.7833333333333333,0.3852405648728138,0.009115197234009123,0.19262028243640694,0.0045575986170045685,0.7696591963930514,0.4003642966787216,0.009584372795864673,0.20018214833936082,0.004792186397932344,0.7888888888888889,0.3829729911766687,0.021149053680878285,0.19148649558833436,0.01057452684043915,"Any[Any[(1, :relationship, ""Any[6]""), (2, :workclass, ""Any[1, 2, 4]""), (3, :education, ""Any[5]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, 0.0)]]",
