Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.7,10800,0.08035811419092949,0.8730310538350246,0.7346666666666667,0.3470403086607778,0.001083020272785673,0.17352015433038892,0.0005415101363928088,0.74,0.1372879451746994,0.13706325132007632,0.06864397258734967,0.06853162566003812,0.74,0.1372879451746994,0.13706325132007632,0.06864397258734967,0.06853162566003812,"Any[Any[(1, :purpose, ""Any[6, 7, 8]""), (2, :saving_amo, ""Any[4]""), (3, :credit_history, ""Any[1, 2]""), (4, :telephn, ""Any[1, 2]""), (5, :chek_acc, ""Any[2, 3, 4]""), (6, :purpose, ""Any[2, 5, 7, 9]""), (7, :saving_amo, ""Any[1, 2, 3, 4, 5]"")], Any[(1, 0.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, 1.0)]]",
