Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_2.csv,german_binary_test_2.csv,0,750,3,0.12,10800,0.22789069306930587,0.9054378452526514,0.7413333333333333,0.25508800880088006,0.0022002200220021806,0.12754400440044,0.0011001100110010764,0.732,0.43265132139812446,0.02131287297527712,0.21632566069906223,0.010656436487638588,0.732,0.43265132139812446,0.02131287297527712,0.21632566069906223,0.010656436487638588,"Any[Any[(1, :present_resident, 1.0000000000000502), (2, :purpose, ""Any[4, 9, 10]""), (3, :purpose, ""Any[2, 5, 6]""), (4, :present_employmment, ""Any[2, 3, 4, 5]""), (5, :chek_acc, ""Any[2, 3, 4]""), (6, :no_people, -2.0), (7, :credit_history, ""Any[1, 2]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, 1.0), (6, 1.0), (7, -0.0), (8, 1.0)]]",
