Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_2.csv,limited-adult-2_test_2.csv,0,2700,2,0.38,10800,0.15134506390587038,1.0,0.7570370370370371,0.42364629598105813,0.0018632290812299578,0.2118231479905291,0.000931614540614991,0.7561331388410025,0.4003642966787216,0.010082191429078083,0.20018214833936082,0.005041095714539048,0.7577777777777778,0.42304176235813507,0.013891056656781618,0.21152088117906753,0.006945528328390824,"Any[Any[(1, :capital, 1.0), (2, :occupation, ""Any[1, 4, 10]""), (3, :education, ""Any[]"")], Any[(1, 1.0), (2, 0.0), (3, 1.0), (4, -0.0)]]",
