Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,3,0.38,10800,0.14652929809987147,1.0,0.7637037037037037,0.3852405648728138,6.735367414291253e-5,0.19262028243640694,3.367683707146234e-5,0.7506961941387084,0.4003642966787216,0.003303224025606737,0.20018214833936082,0.001651612012803343,0.7633333333333333,0.3829729911766687,0.006802721088435378,0.19148649558833436,0.003401360544217687,"Any[Any[(1, :relationship, ""Any[5]""), (2, :workclass, ""Any[2, 4]""), (3, :workclass, ""Any[2]""), (4, :education, ""Any[1, 2, 3, 4, 6]""), (5, :occupation, ""Any[1, 3, 7, 8, 9, 10, 12, 13]""), (6, :native_country, ""Any[]""), (7, :occupation, ""Any[1, 3, 8, 11, 14]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, -0.0), (5, -0.0), (6, -0.0), (7, -0.0), (8, -0.0)]]",
