Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.86,10800,0.03638797035231474,0.869149254857433,0.7413333333333333,0.3470403086607778,0.00020306630114738655,0.17352015433038892,0.00010153315057370715,0.716,0.1372879451746994,0.10560611167284574,0.06864397258734967,0.05280305583642286,0.716,0.1372879451746994,0.10560611167284574,0.06864397258734967,0.05280305583642286,"Any[Any[(1, :chek_acc, ""Any[2]""), (2, :property, ""Any[2]""), (3, :purpose, ""Any[2, 3, 4, 5, 9]""), (4, :purpose, ""Any[2, 4, 5, 9, 10]""), (5, :property, ""Any[4]""), (6, :credit_history, ""Any[1]""), (7, :chek_acc, ""Any[3, 4]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, 0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
