Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_4.csv,limited-adult-2_test_4.csv,0,2700,3,0.94,10800,0.014500435729810654,1.0,0.7625925925925926,0.3958333333333333,0.00027233115468414115,0.19791666666666669,0.0001361655773420567,0.7586526985810901,0.4003642966787216,0.030744874369802874,0.20018214833936082,0.01537243718490143,0.7566666666666667,0.39460784313725483,0.021650326797385586,0.19730392156862744,0.010825163398692814,"Any[Any[(1, :relationship, ""Any[4]""), (2, :marital_status, ""Any[1, 2, 4]""), (3, :workclass, ""Any[2]""), (4, :native_country, ""Any[1]""), (5, :race, ""Any[3]""), (6, :marital_status, ""Any[4, 5]""), (7, :education, ""Any[5]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, -0.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
