Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_1.csv,german_binary_test_1.csv,0,750,3,0.56,10800,0.11284042103969294,0.897799912236265,0.7453333333333333,0.2749277082061267,0.0014055137613622065,0.1374638541030634,0.0007027568806811102,0.696,0.3714495335918666,0.07797924745833765,0.1857247667959333,0.03898962372916881,0.696,0.3714495335918666,0.07797924745833765,0.1857247667959333,0.03898962372916881,"Any[Any[(1, :Housing, ""Any[1, 3]""), (2, :installment, ""Any[1]""), (3, :purpose, ""Any[6, 8, 9, 10]""), (4, :property, ""Any[1, 4]""), (5, :credit_history, ""Any[1, 2]""), (6, :chek_acc, ""Any[2, 3, 4]""), (7, :credit_history, ""Any[1, 2]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, 1.0), (6, -0.0), (7, -0.0), (8, 1.0)]]",
