Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,2,0.36,10800,0.143651806913077,0.7306781748237426,0.7770370370370371,0.37957532861476234,0.0026541961577350726,0.1897876643073812,0.0013270980788675224,0.7707200636520355,0.4003642966787216,0.05150689636080455,0.20018214833936082,0.02575344818040229,0.7730812013348165,0.38167216144377636,0.026500416386223885,0.19083608072188818,0.013250208193111929,"Any[Any[(1, :education, ""Any[1, 3, 4, 6]""), (2, :education, ""Any[1, 3, 4, 5, 6]""), (3, :occupation, ""Any[1, 3, 5, 6, 8, 12, 13, 14]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0)]]",
