Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_3.csv,german_binary_test_3.csv,0,750,2,0.1,10800,0.24634562269910976,0.9101173690507349,0.736,0.24934901679087723,0.08745622699111073,0.12467450839543859,0.04372811349555539,0.724,0.4619963369963369,0.11584249084249086,0.23099816849816845,0.05792124542124544,0.724,0.4619963369963369,0.11584249084249086,0.23099816849816845,0.05792124542124544,"Any[Any[(1, :installment, ""Any[3]""), (2, :credit_history, ""Any[3, 4, 5]""), (3, :purpose, ""Any[1, 7, 8]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0)]]",
