Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_3.csv,german_binary_test_3.csv,0,750,3,0.1,10800,0.22301014635898214,0.9007121736273395,0.7533333333333333,0.24934901679087723,0.01010146358983574,0.12467450839543859,0.005050731794917884,0.724,0.4619963369963369,0.19413919413919414,0.23099816849816845,0.09706959706959706,0.724,0.4619963369963369,0.19413919413919414,0.23099816849816845,0.09706959706959706,"Any[Any[(1, :saving_amo, ""Any[1, 2]""), (2, :purpose, ""Any[1, 6, 8, 9]""), (3, :saving_amo, ""Any[3, 5]""), (4, :chek_acc, ""Any[3, 4]""), (5, :credit_history, ""Any[1, 2]""), (6, :purpose, ""Any[3]""), (7, :purpose, ""Any[1, 2, 3, 4, 5, 6, 10]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
