Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_3.csv,german_binary_test_3.csv,0,750,3,0.28,10800,0.19099766184789063,0.9072566963310112,0.736,0.24934901679087723,0.003277363742480055,0.12467450839543859,0.0016386818712400553,0.716,0.4619963369963369,0.0018315018315018389,0.23099816849816845,0.0009157509157509125,0.716,0.4619963369963369,0.0018315018315018389,0.23099816849816845,0.0009157509157509125,"Any[Any[(1, :purpose, ""Any[2]""), (2, :job, ""Any[1, 2]""), (3, :purpose, ""Any[1, 2, 3, 4, 5, 10]""), (4, :saving_amo, ""Any[1, 5]""), (5, :existing_cards, 2.0), (6, :credit_history, ""Any[3, 4, 5]""), (7, :chek_acc, ""Any[2, 3, 4]"")], Any[(1, 1.0), (2, 0.0), (3, 1.0), (4, -0.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
