Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_2.csv,limited-adult-2_test_2.csv,0,2700,2,0.28,10800,0.16967903145101784,1.0,0.7685185185185185,0.42364629598105813,0.01075844565839773,0.2118231479905291,0.0053792228291988375,0.7709852804667816,0.4003642966787216,0.014949644409530477,0.20018214833936082,0.007474822204765225,0.7611111111111111,0.42304176235813507,0.008294499319940155,0.21152088117906753,0.004147249659970112,"Any[Any[(1, :relationship, ""Any[6]""), (2, :workclass, ""Any[1, 2, 4]""), (3, :education, ""Any[5]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
