Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_4.csv,limited-adult-2_test_4.csv,0,2700,1,0.08,10800,0.21129411764666975,0.0,0.774074074074074,0.3958333333333333,0.04302832244008714,0.19791666666666669,0.02151416122004357,0.772974406577377,0.4003642966787216,0.03911374802706068,0.20018214833936082,0.01955687401353033,0.7688888888888888,0.39460784313725483,0.03431372549019612,0.19730392156862744,0.017156862745098034,"Any[Any[(1, :education, ""Any[5]"")], Any[(1, 1.0), (2, -0.0)]]",
