Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,3,0.1,10800,0.18929267416537485,1.0,0.7944444444444444,0.3852405648728138,0.042926741653757164,0.19262028243640694,0.021463370826878617,0.7762896167617027,0.4003642966787216,0.019882414019163325,0.20018214833936082,0.009941207009581648,0.7911111111111111,0.3829729911766687,0.07866909139893583,0.19148649558833436,0.0393345456994679,"Any[Any[(1, :relationship, ""Any[2, 3, 6]""), (2, :workclass, ""Any[1]""), (3, :workclass, ""Any[2]""), (4, :marital_status, ""Any[2]""), (5, :capital, 2.0), (6, :relationship, ""Any[6]""), (7, :education, ""Any[5]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, 0.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
