Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_4.csv,german_binary_test_4.csv,0,750,2,0.0,10800,0.2679999999999999,1.0,0.732,0.28925882246212464,0.12746076385738916,0.14462941123106232,0.06373038192869462,0.704,0.32965578111209176,0.21977052074139458,0.16482789055604585,0.10988526037069735,0.704,0.32965578111209176,0.21977052074139458,0.16482789055604585,0.10988526037069735,"Any[Any[(1, :property, ""Any[4]""), (2, :chek_acc, ""Any[1, 2]""), (3, :credit_history, ""Any[1]"")], Any[(1, 0.0), (2, 1.0), (3, 0.0), (4, 1.0)]]",
