Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_1.csv,german_binary_test_1.csv,0,750,3,0.14,10800,0.22271784641497874,0.8987938922140607,0.7413333333333333,0.2749277082061267,0.0018893791546179955,0.1374638541030634,0.000944689577308977,0.7,0.3714495335918666,0.1335289801907557,0.1857247667959333,0.06676449009537788,0.7,0.3714495335918666,0.1335289801907557,0.1857247667959333,0.06676449009537788,"Any[Any[(1, :saving_amo, ""Any[1]""), (2, :purpose, ""Any[8, 9, 10]""), (3, :credit_history, ""Any[1, 2, 4]""), (4, :chek_acc, ""Any[1, 2]""), (5, :credit_history, ""Any[3, 4, 5]""), (6, :present_employmment, ""Any[1, 3, 4, 5]""), (7, :purpose, ""Any[6]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0), (5, 1.0), (6, -0.0), (7, -0.0), (8, 1.0)]]",
