Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.94,10800,0.016543627441019823,0.8766535923152028,0.7253333333333334,0.3470403086607778,6.768876704905946e-5,0.17352015433038892,3.3844383524495036e-5,0.72,0.1372879451746994,0.0869565217391304,0.06864397258734967,0.04347826086956519,0.72,0.1372879451746994,0.0869565217391304,0.06864397258734967,0.04347826086956519,"Any[Any[(1, :saving_amo, ""Any[2, 3]""), (2, :present_employmment, ""Any[3, 4, 5]""), (3, :purpose, ""Any[1, 7, 8]""), (4, :existing_cards, 2.0), (5, :purpose, ""Any[1, 4, 6, 8, 10]""), (6, :installment, ""Any[3]""), (7, :no_people, 0.0)], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, 1.0), (6, -0.0), (7, -0.0), (8, 1.0)]]",
