Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,3,0.44,10800,0.13503726173087227,1.0,0.7592592592592593,0.37957532861476234,0.0005055611729019097,0.1897876643073812,0.0002527805864509583,0.7566635724704946,0.4003642966787216,0.04917186698838183,0.20018214833936082,0.024585933494190915,0.7530589543937709,0.38167216144377636,0.003251234898869533,0.19083608072188818,0.0016256174494347422,"Any[Any[(1, :occupation, ""Any[2, 5, 6, 8]""), (2, :native_country, ""Any[]""), (3, :capital, 1.0), (4, :fnlwgt, 0.9999999999999947), (5, :native_country, ""Any[]""), (6, :occupation, ""Any[1, 5, 7, 13]""), (7, :capital, 2.9999999999999956)], Any[(1, 0.0), (2, 1.0), (3, 1.0), (4, -0.0), (5, -0.0), (6, 1.0), (7, -0.0), (8, 1.0)]]",
