Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_2.csv,limited-adult-2_test_2.csv,0,2700,3,0.88,10800,0.02993145050212061,1.0,0.77,0.42364629598105813,0.0026493755706525346,0.2118231479905291,0.001324687785326295,0.7708526720594086,0.4003642966787216,0.00595536803994752,0.20018214833936082,0.002977684019973739,0.7633333333333333,0.42304176235813507,0.008294499319940155,0.21152088117906753,0.004147249659970112,"Any[Any[(1, :relationship, ""Any[6]""), (2, :education, ""Any[2, 3, 4, 6]""), (3, :workclass, ""Any[]""), (4, :native_country, ""Any[1]""), (5, :marital_status, ""Any[2, 3]""), (6, :native_country, ""Any[]""), (7, :education, ""Any[5]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, -0.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
