Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_4.csv,german_binary_test_4.csv,0,750,3,0.08,10800,0.233861228340741,0.9010494131021414,0.748,0.28925882246212464,0.025265354259276035,0.14462941123106232,0.012632677129638004,0.708,0.32965578111209176,0.057811120917916944,0.16482789055604585,0.028905560458958424,0.708,0.32965578111209176,0.057811120917916944,0.16482789055604585,0.028905560458958424,"Any[Any[(1, :credit_history, ""Any[3, 4, 5]""), (2, :purpose, ""Any[2, 3, 4, 5, 8, 10]""), (3, :present_employmment, ""Any[1, 2, 5]""), (4, :existing_cards, 0.0), (5, :installment, ""Any[1, 2]""), (6, :purpose, ""Any[5, 6, 7, 9]""), (7, :Housing, ""Any[2]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, 1.0), (6, 0.0), (7, 1.0), (8, -0.0)]]",
