Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,3,0.54,10800,0.1136506871886817,1.0,0.752962962962963,0.37957532861476234,2.5278058645127055e-5,0.1897876643073812,1.263902932254618e-5,0.7609070415064315,0.4003642966787216,0.017020839535337125,0.20018214833936082,0.008510419767668594,0.7508342602892102,0.38167216144377636,0.006046156127722139,0.19083608072188818,0.003023078063861099,"Any[Any[(1, :relationship, ""Any[2, 3]""), (2, :workclass, ""Any[2, 4]""), (3, :workclass, ""Any[1]""), (4, :occupation, ""Any[3, 4, 5, 6, 8, 10, 11, 12, 13, 14]""), (5, :workclass, ""Any[1]""), (6, :education, ""Any[2, 5]""), (7, :occupation, ""Any[9, 13]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, -0.0), (5, 1.0), (6, -0.0), (7, -0.0), (8, -0.0)]]",
