Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,2,0.28,10800,0.16752890146157154,0.7295732853627301,0.7692592592592593,0.3852405648728138,0.0049841718865764086,0.19262028243640694,0.002492085943288206,0.7586526985810901,0.4003642966787216,0.01185264119104154,0.20018214833936082,0.0059263205955207565,0.7655555555555555,0.3829729911766687,0.004916818212433494,0.19148649558833436,0.002458409106216742,"Any[Any[(1, :education, ""Any[1, 5]""), (2, :occupation, ""Any[1, 3, 5, 6, 8, 9, 10, 11, 12, 13, 14]""), (3, :workclass, ""Any[]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0)]]",
