Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_1.csv,german_binary_test_1.csv,0,750,3,0.06,10800,0.23037335238073228,0.928395961069724,0.756,0.2749277082061267,0.016889206345549024,0.1374638541030634,0.008444603172774512,0.672,0.3714495335918666,0.07714076092652766,0.1857247667959333,0.03857038046326389,0.672,0.3714495335918666,0.07714076092652766,0.1857247667959333,0.03857038046326389,"Any[Any[(1, :saving_amo, ""Any[1]""), (2, :purpose, ""Any[1, 6, 8, 9, 10]""), (3, :purpose, ""Any[6, 7, 9]""), (4, :chek_acc, ""Any[3, 4]""), (5, :credit_history, ""Any[3, 4, 5]""), (6, :present_employmment, ""Any[1, 3, 5]""), (7, :installment, ""Any[2]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, 0.0), (6, 1.0), (7, 1.0), (8, 1.0)]]",
