Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,2,0.68,10800,0.0759549863311164,0.7453191113810548,0.762962962962963,0.37957532861476234,0.00015166835187055416,0.1897876643073812,7.583417593529096e-5,0.7501657605092162,0.4003642966787216,0.06461997196359928,0.20018214833936082,0.0323099859817996,0.7552836484983315,0.38167216144377636,0.006171642386976844,0.19083608072188818,0.0030858211934884083,"Any[Any[(1, :relationship, ""Any[3, 4]""), (2, :workclass, ""Any[2]""), (3, :occupation, ""Any[2, 4, 10, 11]"")], Any[(1, -0.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
