Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,3,0.44,10800,0.13257297321567918,1.0,0.7644444444444445,0.3852405648728138,0.001504232055858674,0.19262028243640694,0.0007521160279293235,0.7502983689165893,0.4003642966787216,0.010072562441975309,0.20018214833936082,0.0050362812209876606,0.7633333333333333,0.3829729911766687,0.009900990099009906,0.19148649558833436,0.0049504950495049506,"Any[Any[(1, :relationship, ""Any[2, 4]""), (2, :workclass, ""Any[1, 2, 4]""), (3, :workclass, ""Any[]""), (4, :capital, 1.9999999999999938), (5, :education, ""Any[6]""), (6, :age_group, 5.0), (7, :occupation, ""Any[]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, -0.0), (5, -0.0), (6, -0.0), (7, -0.0), (8, -0.0)]]",
