Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,3,0.88,10800,0.025180278844191148,1.0,0.7914814814814815,0.3852405648728138,0.00017960979771447505,0.19262028243640694,8.980489885723753e-5,0.7839809043893383,0.4003642966787216,0.023957401361057423,0.20018214833936082,0.01197870068052867,0.78,0.3829729911766687,0.007813026200579193,0.19148649558833436,0.003906513100289638,"Any[Any[(1, :relationship, ""Any[2, 4, 5, 6]""), (2, :relationship, ""Any[2, 4, 5]""), (3, :workclass, ""Any[]""), (4, :native_country, ""Any[]""), (5, :race, ""Any[3]""), (6, :native_country, ""Any[]""), (7, :occupation, ""Any[4, 11, 13]"")], Any[(1, 0.0), (2, -0.0), (3, 0.0), (4, 1.0), (5, -0.0), (6, 0.0), (7, 1.0), (8, -0.0)]]",
