Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_3.csv,german_binary_test_3.csv,0,750,3,0.58,10800,0.1079366292538381,0.9042676862595473,0.744,0.24934901679087723,0.0007183262997216694,0.12467450839543859,0.00035916314986084164,0.724,0.4619963369963369,0.15018315018315012,0.23099816849816845,0.07509157509157505,0.724,0.4619963369963369,0.15018315018315012,0.23099816849816845,0.07509157509157505,"Any[Any[(1, :job, ""Any[1, 3]""), (2, :chek_acc, ""Any[2, 3, 4]""), (3, :p_status, ""Any[3, 4]""), (4, :instalrate, 2.9999999999999956), (5, :purpose, ""Any[1, 3, 5, 6, 7, 8, 9, 10]""), (6, :instalrate, 3.0), (7, :credit_history, ""Any[3, 5]"")], Any[(1, 1.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, 1.0), (6, 1.0), (7, 1.0), (8, 0.0)]]",
