Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_4.csv,limited-adult-2_test_4.csv,0,2700,3,0.14,10800,0.196894444444437,0.7233712367032374,0.7744444444444445,0.3958333333333333,0.020833333333333398,0.19791666666666669,0.010416666666666657,0.7711178888741547,0.4003642966787216,0.023086298994493062,0.20018214833936082,0.01154314949724651,0.7688888888888888,0.39460784313725483,0.003676470588235295,0.19730392156862744,0.0018382352941176544,"Any[Any[(1, :occupation, ""Any[5, 6, 7, 8, 11, 13, 14]""), (2, :workclass, ""Any[2, 4]""), (3, :workclass, ""Any[]""), (4, :relationship, ""Any[1, 2, 4, 5]""), (5, :occupation, ""Any[3, 5, 10, 11, 13, 14]""), (6, :native_country, ""Any[]""), (7, :education, ""Any[5]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, -0.0), (5, -0.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
