Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,3,0.92,10800,0.018854952627004793,1.0,0.7651851851851852,0.37957532861476234,7.583417593527708e-5,0.1897876643073812,3.791708796764548e-5,0.772576581355258,0.4003642966787216,0.01860384501503322,0.20018214833936082,0.009301922507516616,0.764182424916574,0.38167216144377636,0.03679028964510203,0.19083608072188818,0.01839514482255103,"Any[Any[(1, :relationship, ""Any[6]""), (2, :workclass, ""Any[2, 3]""), (3, :workclass, ""Any[1]""), (4, :native_country, ""Any[]""), (5, :race, ""Any[2]""), (6, :occupation, ""Any[2, 5, 7, 13]""), (7, :education, ""Any[5]"")], Any[(1, 0.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
