Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,2,0.46,10800,0.14903614715537444,0.8767723570095822,0.7253333333333334,0.3470403086607778,0.001556841642129464,0.17352015433038892,0.0007784208210647181,0.74,0.1372879451746994,0.048983260307830595,0.06864397258734967,0.02449163015391531,0.74,0.1372879451746994,0.048983260307830595,0.06864397258734967,0.02449163015391531,"Any[Any[(1, :month_duration, 3.0000000000000053), (2, :credit_history, ""Any[1, 3, 4, 5]""), (3, :chek_acc, ""Any[2, 3, 4]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, 0.0)]]",
