Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_3.csv,limited-adult-2_test_3.csv,0,2700,3,0.56,10800,0.11105668290805563,1.0,0.7496296296296296,0.38817714806054604,0.0015959284733875166,0.19408857403027302,0.0007979642366937566,0.7558679220262564,0.4003642966787216,0.010603440597574974,0.20018214833936082,0.00530172029878747,0.7555555555555555,0.3847409384288505,0.01445498851733283,0.19237046921442524,0.007227494258666407,"Any[Any[(1, :relationship, ""Any[]""), (2, :workclass, ""Any[]""), (3, :workclass, ""Any[4]""), (4, :native_country, ""Any[]""), (5, :age_group, 2.000000000000011), (6, :occupation, ""Any[1, 10]""), (7, :race, ""Any[3]"")], Any[(1, -0.0), (2, -0.0), (3, -0.0), (4, -0.0), (5, 1.0), (6, -0.0), (7, -0.0), (8, -0.0)]]",
